"Instagram Shop","Instagram Shop"
Extensions,Extensions
Lookbook,Lookbook
"Lookbook Slider","Lookbook Slider"
"Latest Post","Latest Post"
Portfolio,Portfolio
Testimonial,Testimonial
"Products by Attribute Block","Products by Attribute Block"
"Product Config","Product Config"
Attribute,Attribute
"Choose an attribute","Choose an attribute"
"Number of product to display","Number of product to display"
"Items per row (default)","Items per row (default)"
"Items per row (tablet)","Items per row (tablet)"
"Items per row (mobile)","Items per row (mobile)"
"Number col","Number col"
"Item per col","Item per col"
"View mode","View mode"
"Grid Ultra","Grid Ultra"
Grid,Grid
"Hide Product Name","Hide Product Name"
No,No
Yes,Yes
"Hide Review","Hide Review"
"Hide Price","Hide Price"
"Hide Add to Cart","Hide Add to Cart"
"Hide Add to Wishlist","Hide Add to Wishlist"
"Hide Add to Compare","Hide Add to Compare"
"Use slider","Use slider"
Back,Back
Submit,Submit
General,General
"Block col (12 to full)","Block col (12 to full)"
"Custom Class","Custom Class"
"Block Animation","Block Animation"
"Choose Animation Effect","Choose Animation Effect"
"Animation Delay","Animation Delay"
"Manage Images","Manage Images"
"Upload new Image","Upload new Image"
"Manage Slide","Manage Slide"
"Move Down","Move Down"
Edit,Edit
Remove,Remove
Image,Image
Link,Link
"Text (Html)","Text (Html)"
"Text Position","Text Position"
"Text Align","Text Align"
Left,Left
Center,Center
Right,Right
"Text Animation","Text Animation"
"No Effect","No Effect"
"Slide In Down","Slide In Down"
"Slide In Up","Slide In Up"
"Slide In Right","Slide In Right"
"Slide In Left","Slide In Left"
"Zoom In","Zoom In"
"Zoom Out","Zoom Out"
Cancel,Cancel
"Add New Slide","Add New Slide"
"Slider Config","Slider Config"
"Number of items on slide (default)","Number of items on slide (default)"
"Number of items on slide (tablet)","Number of items on slide (tablet)"
"Number of items on slide (mobile)","Number of items on slide (mobile)"
Preload,Preload
"Height Preload","Height Preload"
"Height Background Preload ( 500px, 25%, 50vh )","Height Background Preload ( 500px, 25%, 50vh )"
"Margin right (on item)","Margin right (on item)"
RTL,RTL
"Full Height","Full Height"
"Auto play","Auto play"
"Auto play speed","Auto play speed"
"Stop autoplay on mouse hover","Stop autoplay on mouse hover"
"Display navigation","Display navigation"
"Navigation position","Navigation position"
"Middle Inside","Middle Inside"
"Top Left","Top Left"
"Top Right","Top Right"
"Middle Outside","Middle Outside"
"Bottom Left","Bottom Left"
"Bottom Right","Bottom Right"
"Navigation top position","Navigation top position"
"Auto hide navigation","Auto hide navigation"
"Display pagination","Display pagination"
"Pagination position","Pagination position"
Loop,Loop
"Are you sure?","Are you sure?"
"Please select an image","Please select an image"
"Please upload selected image first.","Please upload selected image first."
"Please choose file to upload.","Please choose file to upload."
"Choose File to Upload","Choose File to Upload"
Upload,Upload
"Special Deal Product Block","Special Deal Product Block"
"Sub Title","Sub Title"
"Enter product name to search.","Enter product name to search."
"Time Text","Time Text"
"Template Style ","Template Style "
"Template Style 1","Template Style 1"
"Template Style 2","Template Style 2"
"Hide short description","Hide short description"
"Truncate short description","Truncate short description"
Masonry,Masonry
"Show Category Link","Show Category Link"
"Discover More","Discover More"
"There are no categories matching the selection.","There are no categories matching the selection."
"The product out of time deal special","The product out of time deal special"
"SHOP NOW","SHOP NOW"
"Add to Compare","Add to Compare"
Compare,Compare
"Save %1%","Save %1%"
"Shop Now","Shop Now"
"There are no products matching the selection.","There are no products matching the selection."
"<span class=""color-theme"">%1</span><span class=""color-date""> %2</span>","<span class=""color-theme"">%1</span><span class=""color-date""> %2</span>"
"Read more","Read more"
"We can't find post matching the selection.","We can't find post matching the selection."
"There are no sliders matching the selection.","There are no sliders matching the selection."
"Can not get Instagram data or your instagram account have not any images.","Can not get Instagram data or your instagram account have not any images."
All,All
"There are no portfolios matching the selection.","There are no portfolios matching the selection."
Share:,Share:
"Related Works","Related Works"
"Please config Google Map API","Please config Google Map API"
"Search by Area","Search by Area"
Country,Country
State,State
state,state
City,City
Zipcode,Zipcode
"Search by Distance","Search by Distance"
Location,Location
"Street, City, State, Zipcode, Country","Street, City, State, Zipcode, Country"
Radius,Radius
Kilomet,Kilomet
"There are no stores.","There are no stores."
"Store List","Store List"
"Zip Code: %1","Zip Code: %1"
"Phone: %1","Phone: %1"
"Phone: ","Phone: "
Details,Details
"View Map","View Map"
"Show All Stores","Show All Stores"
Address:,Address:
Email:,Email:
Fax:,Fax:
Phone:,Phone:
Website:,Website:
"View All Store","View All Store"
"Find Other Stores","Find Other Stores"
"Opening Hours","Opening Hours"
"Login Your Account","Login Your Account"
Password,Password
Forgot?,Forgot?
"Sign In","Sign In"
"Create an account","Create an account"
"Remove This Item","Remove This Item"
"View All Wish List","View All Wish List"
"You have no items in your wish list.","You have no items in your wish list."
"Upsell Products","Upsell Products"
Qty,Qty
"Add To Cart","Add To Cart"
label,label
Loading...,Loading...
"360 Deg","360 Deg"
"Apply Discount Code","Apply Discount Code"
"Enter discount code","Enter discount code"
"Apply Discount","Apply Discount"
Apply,Apply
"Cancel Coupon","Cancel Coupon"
"Update Cart","Update Cart"
"Your message","Your message"
"What’s on your mind?","What’s on your mind?"
"Send Message","Send Message"
"Address %1 <span>of %2</span>","Address %1 <span>of %2</span>"
"Shipping To","Shipping To"
Change,Change
"Shipping Method","Shipping Method"
"Sorry, no quotes are available for this order right now.","Sorry, no quotes are available for this order right now."
"Incl. Tax","Incl. Tax"
"Excl. Tax","Excl. Tax"
Items,Items
"Edit Items","Edit Items"
"Product Name","Product Name"
"Continue to Billing Information","Continue to Billing Information"
"Back to Select Addresses","Back to Select Addresses"
"Start Searching...","Start Searching..."
"Search here...","Search here..."
"You may also like","You may also like"
"Featured Posts","Featured Posts"
"This Wish List has no Items","This Wish List has no Items"
"We can't find categories matching the selection.","We can't find categories matching the selection."
"Cms Pages","Cms Pages"
"We can't find cms pages matching the selection.","We can't find cms pages matching the selection."
"We can't find posts matching the selection.","We can't find posts matching the selection."
Blogs,Blogs
"%1 Products","%1 Products"
Close,Close
"Sign up Newsletter","Sign up Newsletter"
"Enter your email address","Enter your email address"
Subscribe,Subscribe
"Don't show this popup again","Don't show this popup again"
Publish,Publish
Customize,Customize
"Active CMS Builder","Active CMS Builder"
Days,Days
Hours,Hours
Mins,Mins
Secs,Secs
Availability,Availability
"Your Customization","Your Customization"
"%1 x %2","%1 x %2"
"Please type the letters below","Please type the letters below"
"Reload captcha","Reload captcha"
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Attention</strong>: Captcha is case sensitive."
"Print This Page","Print This Page"
"Compare Products","Compare Products"
"Remove Product","Remove Product"
"You have no items to compare.","You have no items to compare."
Filter,Filter
"Search Settings","Search Settings"
"Shopping Cart Items","Shopping Cart Items"
Price,Price
Quantity,Quantity
Total,Total
"Continue Shopping","Continue Shopping"
"Clear Shopping Cart","Clear Shopping Cart"
Item,Item
"See price before order confirmation.","See price before order confirmation."
"What's this?","What's this?"
Subtotal,Subtotal
"My Cart","My Cart"
"Choose an Option...","Choose an Option..."
"All fields marked * are required","All fields marked * are required"
"Address Book","Address Book"
"Default Billing Address","Default Billing Address"
"Edit your billing address","Edit your billing address"
"Default Shipping Address","Default Shipping Address"
"Account Information","Account Information"
"Contact Information","Contact Information"
Name:,Name:
"Edit your billing information","Edit your billing information"
Newsletters,Newsletters
"You subscribe to ""General Subscription"".","You subscribe to ""General Subscription""."
"You don't subscribe to our newsletter.","You don't subscribe to our newsletter."
"Forgot Your Password","Forgot Your Password"
"Please enter your email address below to receive a password reset link.","Please enter your email address below to receive a password reset link."
"Reset My Password","Reset My Password"
"Go back","Go back"
Login,Login
Register,Register
"If you have an account, sign in with your email address.","If you have an account, sign in with your email address."
or,or
Mobile,Mobile
"Forgot Your Password?","Forgot Your Password?"
"Send Otp","Send Otp"
"Email Address","Email Address"
"Back to Home","Back to Home"
"This extra step shows it’s really you trying to sign in. Click to the button below to send an OTP to your phone number","This extra step shows it’s really you trying to sign in. Click to the button below to send an OTP to your phone number"
"Get OTP","Get OTP"
"A text message with a %1-digit verification code has been sent to","A text message with a %1-digit verification code has been sent to"
"Your OTP","Your OTP"
Verify,Verify
"Resend after %1 seconds","Resend after %1 seconds"
"Personal Information","Personal Information"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Address Information","Address Information"
Company,Company
"Phone Number","Phone Number"
"Street Address","Street Address"
Address,Address
"Street Address %1","Street Address %1"
State/Province,State/Province
"Please select a region, state or province.","Please select a region, state or province."
"Zip/Postal Code","Zip/Postal Code"
"Sign-in Information","Sign-in Information"
"Password Strength","Password Strength"
"No Password","No Password"
"Confirm Password","Confirm Password"
"Create an Account","Create an Account"
"Have an account?","Have an account?"
"You are signed out","You are signed out"
"You have signed out and will go to our homepage in 5 seconds.","You have signed out and will go to our homepage in 5 seconds."
Currency,Currency
Newsletter,Newsletter
"Sign Up for Our Newsletter:","Sign Up for Our Newsletter:"
Remember,Remember
"Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in.","Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in."
"Average Customer Rating","Average Customer Rating"
"Your Review","Your Review"
"Submitted on %1","Submitted on %1"
"Back to My Reviews","Back to My Reviews"
Orders,Orders
"Order #","Order #"
Date,Date
"Ship To","Ship To"
"Order Total","Order Total"
Status,Status
Actions,Actions
"View Order","View Order"
"You have placed no orders.","You have placed no orders."
"Items Ordered","Items Ordered"
SKU,SKU
"Gift Message","Gift Message"
From,From
To,To
"Recent Orders","Recent Orders"
"View All Orders History","View All Orders History"
"Remove Recipent","Remove Recipent"
Sender,Sender
Invite,Invite
"Maximum %1 email addresses allowed.","Maximum %1 email addresses allowed."
"Add Invite","Add Invite"
"Send Email","Send Email"
Language,Language
"Items %1 to %2 of %3 total","Items %1 to %2 of %3 total"
"%1 Item","%1 Item"
"%1 Item(s)","%1 Item(s)"
Page,Page
"You're currently reading page","You're currently reading page"
Show,Show
"per page","per page"
Menu,Menu
"Add to Quote","Add to Quote"
"Adding ...","Adding ..."
Added,Added
"Enter your comment","Enter your comment"
"Original Price","Original Price"
"Requested Price","Requested Price"
"Click to the button below to verify your phone number","Click to the button below to verify your phone number"
"Type a vaild Phone Number to continue.","Type a vaild Phone Number to continue."
"Mobile Number","Mobile Number"
"OTP is sending ...","OTP is sending ..."
"Verify Error","Verify Error"
"Resend OTP","Resend OTP"
"This is required field.","This is required field."
"Your mobile number is not verified.","Your mobile number is not verified."
"Verify Your Mobile Number","Verify Your Mobile Number"
"If you have a seller account already, please login to manage your store.","If you have a seller account already, please login to manage your store."
"Login to Seller Panel","Login to Seller Panel"
item,item
items,items
"View and edit cart","View and edit cart"
"Go to Checkout","Go to Checkout"
"You have no items in your shopping cart.","You have no items in your shopping cart."
"See Details","See Details"
"Options Details","Options Details"
Update,Update
"Edit item","Edit item"
"Remove item","Remove item"
"Recently added item(s)","Recently added item(s)"
"View and Edit Cart","View and Edit Cart"
of,of
"Item in Cart","Item in Cart"
"Items in Cart","Items in Cart"
"Proceed to Checkout","Proceed to Checkout"
"Gift Message (optional)","Gift Message (optional)"
To:,To:
From:,From:
Message:,Message:
"Sorry, something went wrong. Please try again later.","Sorry, something went wrong. Please try again later."
"All ","All "
more,more
Error,Error
"The phone number entered is invalid.","The phone number entered is invalid."
"Resend (%1)","Resend (%1)"
"Otp Verification","Otp Verification"
none,none
Overview,Overview
