"Your credit balance is: %1","Your credit balance is: %1"
"Credit Transactions","Credit Transactions"
"Add or subtract credit by entering a positive or negative value. For example: enter 10 to add $10 and -10 to subtract $10","Add or subtract credit by entering a positive or negative value. For example: enter 10 to add $10 and -10 to subtract $10"
"Add / Edit Credit","Add / Edit Credit"
"Refund Store Credit","Refund Store Credit"
"You can't use credit to buy a credit product.","You can't use credit to buy a credit product."
"Your current credit balance is %1","Your current credit balance is %1"
"Your current credit balance is %1 (%2)","Your current credit balance is %1 (%2)"
"Exchange rate: %1 = %2","Exchange rate: %1 = %2"
"Enter a credit amount if you want to pay by Store Credit ","Enter a credit amount if you want to pay by Store Credit "
Apply,Apply
Cancel,Cancel
"You need to %1 to use credit.","You need to %1 to use credit."
"Your credit balance is: %1 (%2)","Your credit balance is: %1 (%2)"
Transasctions,Transasctions
Date,Date
"Transaction Type","Transaction Type"
"You have no transaction.","You have no transaction."
"Login successful.","Login successful."
Quotes,Quotes
Continue,Continue
"New Quote","New Quote"
ID,ID
Email,Email
"First Name","First Name"
"Customer Information","Customer Information"
Store,Store
"Customer Id #","Customer Id #"
"Select Customer ...","Select Customer ..."
"Last Name","Last Name"
Phone,Phone
Company,Company
"VAT/Tax ID","VAT/Tax ID"
"Messages History","Messages History"
"Please select a customer","Please select a customer"
"Quote With Guest","Quote With Guest"
"Quote # %1 | %2","Quote # %1 | %2"
"Create New Quote for %1 in %2","Create New Quote for %1 in %2"
"Create New Quote in %1","Create New Quote in %1"
"Create New Quote for %1","Create New Quote for %1"
"Create New Quote for New Customer","Create New Quote for New Customer"
Tax/VAT,Tax/VAT
" [deleted]"," [deleted]"
"Items Quoted","Items Quoted"
"Default Stock","Default Stock"
Configure,Configure
"This product does not have any configurable options","This product does not have any configurable options"
"Please select products","Please select products"
"Add Selected Product(s) to Quote","Add Selected Product(s) to Quote"
"Please select a store","Please select a store"
"Are you sure you want to cancel this quote?","Are you sure you want to cancel this quote?"
Hold,Hold
Unhold,Unhold
Approve,Approve
"Save and send email","Save and send email"
"Save as draft","Save as draft"
"Are you sure you want to send an quote email to customer?","Are you sure you want to send an quote email to customer?"
"Send Email","Send Email"
hold,hold
unhold,unhold
"Quote # %1","Quote # %1"
"My Quotes","My Quotes"
"The post data is not valid","The post data is not valid"
"Can not add the message.","Can not add the message."
Quotation,Quotation
"This quote no longer exists.","This quote no longer exists."
"The quote is approved and sent back to customer.","The quote is approved and sent back to customer."
"There is problem occursed.","There is problem occursed."
"You canceled the quote.","You canceled the quote."
"You have not canceled the item.","You have not canceled the item."
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
Quotations,Quotations
"We could not add a product to quote by the ID ""%1"".","We could not add a product to quote by the ID ""%1""."
"You created the quote.","You created the quote."
"Quote saving error: %1","Quote saving error: %1"
"You deleted the Quote.","You deleted the Quote."
"We can't find a Quote to delete.","We can't find a Quote to delete."
"Can't hold quote.","Can't hold quote."
"You put the quote on hold.","You put the quote on hold."
"You have not put the quote on hold.","You have not put the quote on hold."
"%1 quote(s) cannot be canceled.","%1 quote(s) cannot be canceled."
"You cannot cancel the quote(s).","You cannot cancel the quote(s)."
"We canceled %1 quote(s).","We canceled %1 quote(s)."
"%1 quote(s) cannot be deleted.","%1 quote(s) cannot be deleted."
"You cannot deleted the quote(s).","You cannot deleted the quote(s)."
"We deleted %1 quote(s).","We deleted %1 quote(s)."
"%1 quote(s) were not put on hold.","%1 quote(s) were not put on hold."
"No quote(s) were put on hold.","No quote(s) were put on hold."
"You have put %1 quote(s) on hold.","You have put %1 quote(s) on hold."
"%1 quote(s) were not released from on hold status.","%1 quote(s) were not released from on hold status."
"No quote(s) were released from on hold status.","No quote(s) were released from on hold status."
"%1 quote(s) have been released from on hold status.","%1 quote(s) have been released from on hold status."
"This Quote no longer exists.","This Quote no longer exists."
"You saved the Quote.","You saved the Quote."
"Something went wrong while saving the Quote.","Something went wrong while saving the Quote."
"Can't un hold quote.","Can't un hold quote."
"You released the quote from holding status.","You released the quote from holding status."
"The quote was not on hold.","The quote was not on hold."
"The request is not valid.","The request is not valid."
"Edit Quote","Edit Quote"
"Quote #%1","Quote #%1"
"You are not authorized to upload file.","You are not authorized to upload file."
"The quote is not available.","The quote is not available."
"The quote status is not valid.","The quote status is not valid."
"Your items are added to cart","Your items are added to cart"
"You are not authorized to send message.","You are not authorized to send message."
"An error occurred","An error occurred"
"Your message is sent","Your message is sent"
"The proposal is rejected","The proposal is rejected"
"My Quote #%1","My Quote #%1"
"Quotes Search","Quotes Search"
"Quotes Request","Quotes Request"
"You accepted this quote","You accepted this quote"
"We can't accepted the quote.","We can't accepted the quote."
"The form key is invalid. Please refresh the page.","The form key is invalid. Please refresh the page."
"The product it not available.","The product it not available."
"The product ""%1"" is not allowed to add to quote.","The product ""%1"" is not allowed to add to quote."
"You added %1 to your quote.","You added %1 to your quote."
"We can't add this item to your quote right now.","We can't add this item to your quote right now."
"Quote was updated.","Quote was updated."
"We can't update the quote.","We can't update the quote."
"We can't find the quote item.","We can't find the quote item."
"You rejected this quote","You rejected this quote"
"We can't reject the quote.","We can't reject the quote."
"Quote created successfully.","Quote created successfully."
"We can't submit the quote.","We can't submit the quote."
"Reminder quotes are processed. %1","Reminder quotes are processed. %1"
"Your quote information is incorrect.","Your quote information is incorrect."
Home,Home
"Go to Home Page","Go to Home Page"
"Quote Information","Quote Information"
"%1 (Default)","%1 (Default)"
Disable,Disable
"You can not remove default proposal","You can not remove default proposal"
"Could not save the item: %1","Could not save the item: %1"
"Could not delete the Item: %1","Could not delete the Item: %1"
"Item with id ""%1"" does not exist.","Item with id ""%1"" does not exist."
"Could not save the message: %1","Could not save the message: %1"
"Could not delete the Message: %1","Could not delete the Message: %1"
"Message with id ""%1"" does not exist.","Message with id ""%1"" does not exist."
"Could not save the proposal: %1","Could not save the proposal: %1"
"Could not delete the Proposal: %1","Could not delete the Proposal: %1"
"Proposal with id ""%1"" does not exist.","Proposal with id ""%1"" does not exist."
Guest,Guest
"We found an invalid request for adding product to quote.","We found an invalid request for adding product to quote."
"Can not submit the quote","Can not submit the quote"
"This is the wrong quote item id to update configuration.","This is the wrong quote item id to update configuration."
Products,Products
SKU,SKU
"Origin Price","Origin Price"
Qty,Qty
Proposals,Proposals
"Quotation # ","Quotation # "
"Quotation Created Date: ","Quotation Created Date: "
"Quotation Valid Until: ","Quotation Valid Until: "
"Quote Information:","Quote Information:"
"Customer Information:","Customer Information:"
-,-
"We don't recognize the draw line data. Please define the ""lines"" array.","We don't recognize the draw line data. Please define the ""lines"" array."
"Invalid quote class provided for the PDF. Expected class \Vnecoms\Quotation\Model\Quote","Invalid quote class provided for the PDF. Expected class \Vnecoms\Quotation\Model\Quote"
"The quote object is not specified.","The quote object is not specified."
"An item object is not specified.","An item object is not specified."
"A PDF object is not specified.","A PDF object is not specified."
"A PDF page object is not specified.","A PDF page object is not specified."
"Could not save the quote: %1","Could not save the quote: %1"
"Quote with id ""%1"" does not exist.","Quote with id ""%1"" does not exist."
"Could not cancel the quote","Could not cancel the quote"
"Could not cancel the quote: %1","Could not cancel the quote: %1"
"Could not accept the quote: %1","Could not accept the quote: %1"
"Could not approve the quote: %1","Could not approve the quote: %1"
" item"," item"
" items"," items"
"Yes and Required","Yes and Required"
Yes,Yes
No,No
Starting,Starting
"Created, not sent","Created, not sent"
Processing,Processing
"Proposal Expired","Proposal Expired"
"Proposal on Hold","Proposal on Hold"
"Proposal Cancelled","Proposal Cancelled"
"Proposal Sent","Proposal Sent"
"Proposal Rejected","Proposal Rejected"
"Proposal Accepted","Proposal Accepted"
Ordered,Ordered
"Load customer quote error","Load customer quote error"
"The item '%1' is related to the quote #%2. It's not allowed to change the qty.","The item '%1' is related to the quote #%2. It's not allowed to change the qty."
"The item '%1' is related to the quotation. It's not allowed to change the qty.","The item '%1' is related to the quotation. It's not allowed to change the qty."
View,View
"Delete ""${ $.$data.entity_id }""","Delete ""${ $.$data.entity_id }"""
"Are you sure you wan't to delete quote #""${ $.$data.entity_id }"" record?","Are you sure you wan't to delete quote #""${ $.$data.entity_id }"" record?"
"Account Information","Account Information"
"Customer Name","Customer Name"
"Customer First Name","Customer First Name"
"Customer Last Name","Customer Last Name"
"Customer Tel","Customer Tel"
"Customer Group","Customer Group"
"Quote & Account Information","Quote & Account Information"
"Quote Date","Quote Date"
"Quote Date (%1)","Quote Date (%1)"
"Purchased From","Purchased From"
"Placed from IP","Placed from IP"
"Reminder Date","Reminder Date"
"send reminder email","send reminder email"
"Expiration Date","Expiration Date"
"send expiration email","send expiration email"
Note,Note
"Enter Your comment","Enter Your comment"
"Customer Remark","Customer Remark"
Product,Product
"Available Stock","Available Stock"
"Original Price","Original Price"
"Qty & Proposals","Qty & Proposals"
"No quote items","No quote items"
Actions,Actions
"Total Qty","Total Qty"
"Grand Total","Grand Total"
Price,Price
"Margin GP","Margin GP"
Default,Default
Add,Add
"Save All","Save All"
"Apply Proposal","Apply Proposal"
" as percentage"," as percentage"
Totals,Totals
"records found","records found"
selected,selected
"per page","per page"
"Previous page","Previous page"
"of %1","of %1"
"Next page","Next page"
"Add to Quote","Add to Quote"
"Adding ...","Adding ..."
Added,Added
"Items %1 to %2 of %3 total","Items %1 to %2 of %3 total"
"%1 Item","%1 Item"
"%1 Item(s)","%1 Item(s)"
Page,Page
Previous,Previous
"You're currently reading page","You're currently reading page"
Next,Next
Show,Show
" - by"," - by"
"%1 attachments","%1 attachments"
"%1 attachment","%1 attachment"
Telephone,Telephone
"VAT/Tax Id","VAT/Tax Id"
"Remark With Proposal","Remark With Proposal"
Image,Image
"Product Name","Product Name"
Item,Item
QTY,QTY
"in process ...","in process ..."
Messages,Messages
Send,Send
Back,Back
"Reject Proposal","Reject Proposal"
"Confirm and Add to Cart","Confirm and Add to Cart"
"Date Created","Date Created"
Customer,Customer
"ID #","ID #"
#%1,#%1
"You have no any quote!","You have no any quote!"
Items,Items
"* Required Fields","* Required Fields"
"Quote ID","Quote ID"
"Find Quote By","Find Quote By"
Search,Search
"Excl. Tax","Excl. Tax"
"We can't find products matching the selection.","We can't find products matching the selection."
"Add to Cart","Add to Cart"
"In stock","In stock"
"Out of stock","Out of stock"
"Learn More","Learn More"
"Add to Wish List","Add to Wish List"
"Add to Compare","Add to Compare"
"Customize and Add to Cart","Customize and Add to Cart"
"Customize and Add to Quote","Customize and Add to Quote"
Customize,Customize
"Enter your comment","Enter your comment"
"See price before order confirmation.","See price before order confirmation."
"What's this?","What's this?"
"Requested Price","Requested Price"
"Edit item parameters","Edit item parameters"
Edit,Edit
"Remove item","Remove item"
"My Quote","My Quote"
"<span class=""label"">Quote Date:</span> %1","<span class=""label"">Quote Date:</span> %1"
"Quote Items","Quote Items"
"Requested Quantity","Requested Quantity"
"Clear Quote","Clear Quote"
"Update Quote","Update Quote"
"You have no items in your quote.","You have no items in your quote."
"Click <a href=""%1"">here</a> to go to homepage.","Click <a href=""%1"">here</a> to go to homepage."
"Request a Quote","Request a Quote"
"Add your comment","Add your comment"
"Quote Name","Quote Name"
"Request A Quote","Request A Quote"
Loading...,Loading...
Remarks,Remarks
"Please login to submit your quote","Please login to submit your quote"
"Do you have a general remark with this quote request?","Do you have a general remark with this quote request?"
"Submit Quote Request","Submit Quote Request"
"Your quote number is: %1.","Your quote number is: %1."
"Your quote # is: <span>%1</span>.","Your quote # is: <span>%1</span>."
"We'll email you a quote confirmation with details and tracking info.","We'll email you a quote confirmation with details and tracking info."
"Continue Shopping","Continue Shopping"
RMA,RMA
"Create Request","Create Request"
"Delete Pattern","Delete Pattern"
"Save and Continue Edit","Save and Continue Edit"
"Save Reason","Save Reason"
Labels,Labels
"Store View Specific Labels","Store View Specific Labels"
"Save Response","Save Response"
Print,Print
"Are you sure you want to delete the RMA?","Are you sure you want to delete the RMA?"
"Delete RMA","Delete RMA"
"Are you sure you want to cancel the RMA?","Are you sure you want to cancel the RMA?"
"Cancel RMA","Cancel RMA"
"Accept Request","Accept Request"
"You need to make sure that you have received the product back from the customer.","You need to make sure that you have received the product back from the customer."
"Confirm Package Received","Confirm Package Received"
"Confirm Package Returned","Confirm Package Returned"
"You need to make sure all the processes are done","You need to make sure all the processes are done"
"Mark As Resolved","Mark As Resolved"
"View RMA #'%1'","View RMA #'%1'"
"New RMA","New RMA"
Me,Me
"RMA Information","RMA Information"
"Update Address","Update Address"
Submit,Submit
Message,Message
[A],[A]
[C],[C]
"Save Request","Save Request"
"Request RMA","Request RMA"
"RMA Comments","RMA Comments"
"RMA Items","RMA Items"
"Customer Address","Customer Address"
"RMA History","RMA History"
"Other RMA","Other RMA"
"Contact Information","Contact Information"
Fax,Fax
"Additional Information","Additional Information"
"Return Address","Return Address"
Address,Address
City,City
State,State
Country,Country
Postcode,Postcode
"Increment ID","Increment ID"
"Order ID","Order ID"
Reason,Reason
"Created Time","Created Time"
"Updated Time","Updated Time"
"Customer Infomation","Customer Infomation"
"Save Status","Save Status"
"Store View Template Notify","Store View Template Notify"
"Send Admin Template","Send Admin Template"
"Send Customer Template","Send Customer Template"
Refund,Refund
Replace,Replace
"Print RMA # %1","Print RMA # %1"
"Notify Queue","Notify Queue"
"RMA - Notify Queue","RMA - Notify Queue"
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted."
"A total of %1 record(s) have been processed.","A total of %1 record(s) have been processed."
"This queue no longer exists.","This queue no longer exists."
"You processed this queue.","You processed this queue."
"Something went wrong while process the queue.","Something went wrong while process the queue."
"You deleted the reason.","You deleted the reason."
"We can't find a reason to delete.","We can't find a reason to delete."
"This Reason no longer exists.","This Reason no longer exists."
"Manage Reason","Manage Reason"
"New Reason","New Reason"
"Edit Reason","Edit Reason"
"RMA - Reason","RMA - Reason"
"A total of %1 record(s) have been updated.","A total of %1 record(s) have been updated."
"Something went wrong while updating the reason(s) status.","Something went wrong while updating the reason(s) status."
Reasons,Reasons
"You saved this reason.","You saved this reason."
"Address do not exist!","Address do not exist!"
"Rma was successfully changed status to approval","Rma was successfully changed status to approval"
"Rma was successfully canceled","Rma was successfully canceled"
"Rma was successfully resolved","Rma was successfully resolved"
"You deleted the request.","You deleted the request."
"We can't find a request to delete.","We can't find a request to delete."
"This customer no longer exists.","This customer no longer exists."
"This request no longer exists.","This request no longer exists."
Requests,Requests
"RMA - Requests","RMA - Requests"
"There are no printable documents related to selected rmas.","There are no printable documents related to selected rmas."
"A total of %1 record(s) have been changed status.","A total of %1 record(s) have been changed status."
"Manage Requests","Manage Requests"
"New Request","New Request"
Open,Open
"RMA - Open","RMA - Open"
"Rma was successfully changed status to package received","Rma was successfully changed status to package received"
Admin,Admin
"This RMA no longer exists.","This RMA no longer exists."
"Rma was successfully changed status to ""package is returned""","Rma was successfully changed status to ""package is returned"""
Administrator,Administrator
"You saved request #","You saved request #"
"Manage RMA","Manage RMA"
"View RMA","View RMA"
"You deleted the response.","You deleted the response."
"We can't find a response to delete.","We can't find a response to delete."
"This Respons no longer exists.","This Respons no longer exists."
"Manage Response","Manage Response"
"New Response","New Response"
"Edit Reponse","Edit Reponse"
Response,Response
"RMA - Response","RMA - Response"
"Something went wrong while updating the reponse(s) status.","Something went wrong while updating the reponse(s) status."
Reponse,Reponse
"You saved this response.","You saved this response."
"You deleted the status.","You deleted the status."
"We can't find a status to delete.","We can't find a status to delete."
"This Status no longer exists.","This Status no longer exists."
"Manage Status","Manage Status"
"New Status","New Status"
"Edit Status","Edit Status"
"RMA - Status","RMA - Status"
"Something went wrong while updating the status(s) status.","Something went wrong while updating the status(s) status."
"You saved this status.","You saved this status."
"Rma was successfully changed status to package sent","Rma was successfully changed status to package sent"
"You must select item RMA","You must select item RMA"
"Something went wrong while saving the page.","Something went wrong while saving the page."
#,#
"RMA - Order #","RMA - Order #"
"This order has been placed by registered customer. Please, authorize and request RMA via customer account.","This order has been placed by registered customer. Please, authorize and request RMA via customer account."
"The order were overdue "" . . "" days","The order were overdue "" . . "" days"
"Order ID and customer email didn't match each other","Order ID and customer email didn't match each other"
"Couldn't load order by given order ID","Couldn't load order by given order ID"
"Please confirm. I'm not a robot.","Please confirm. I'm not a robot."
"Something went wrong while getting the file url.","Something went wrong while getting the file url."
"File can not be saved to the destination folder.","File can not be saved to the destination folder."
"Something went wrong while saving the file(s).","Something went wrong while saving the file(s)."
"Token with id ""%1"" does not exist.","Token with id ""%1"" does not exist."
"Operator with id ""%1"" does not exist.","Operator with id ""%1"" does not exist."
"Request with id ""%1"" does not exist.","Request with id ""%1"" does not exist."
"RMA # ","RMA # "
"Request Type :","Request Type :"
"Order ID:","Order ID:"
"Package Opened :","Package Opened :"
"Status :","Status :"
"Create At :","Create At :"
"Tracking Number:","Tracking Number:"
"Reason :","Reason :"
"Store Owner","Store Owner"
"Reason with id ""%1"" does not exist.","Reason with id ""%1"" does not exist."
"Reponse with id ""%1"" does not exist.","Reponse with id ""%1"" does not exist."
"Order is not exist.","Order is not exist."
"Request should have at least one item.","Request should have at least one item."
"Wrong Qty Item.","Wrong Qty Item."
"Something went wrong while saving the item(s).","Something went wrong while saving the item(s)."
"Something went wrong while saving the address(s).","Something went wrong while saving the address(s)."
"Something went wrong while saving the message(s).","Something went wrong while saving the message(s)."
"Something went wrong while saving the status history(s).","Something went wrong while saving the status history(s)."
"Something went wrong while saving the email queue.","Something went wrong while saving the email queue."
title,title
"Unknown template type","Unknown template type"
Enabled,Enabled
Disabled,Disabled
"Status with id ""%1"" does not exist.","Status with id ""%1"" does not exist."
All,All
"Admin Only","Admin Only"
"Customer Only","Customer Only"
English,English
Dutch,Dutch
French,French
German,German
Portuguese,Portuguese
Russian,Russian
Spanish,Spanish
Turkish,Turkish
"A folder does not have write permission, you need set write permission for that folder : pub/media/rma","A folder does not have write permission, you need set write permission for that folder : pub/media/rma"
"You have %1 processed rma.%2","You have %1 processed rma.%2"
Process,Process
"Do not show","Do not show"
"Other Reason","Other Reason"
"Allow extension : %1","Allow extension : %1"
"----- No Template  -----","----- No Template  -----"
Error,Error
"Other RMA for this product:","Other RMA for this product:"
"This order doesnot have any item","This order doesnot have any item"
"Search Quick Response","Search Quick Response"
"This is a required field.","This is a required field."
"Please enter a valid number in this field.","Please enter a valid number in this field."
"Please enter a valid amount in this field. Max amount:","Please enter a valid amount in this field. Max amount:"
"Order #","Order #"
"Tracking Code","Tracking Code"
"Last Reply","Last Reply"
"IP address","IP address"
City:,City:
"Package Opened","Package Opened"
"Who pay for ship","Who pay for ship"
"to %1","to %1"
Quote,Quote
Reply,Reply
"Allow Extension : ","Allow Extension : "
Discard,Discard
"Sending ...","Sending ..."
"Change By","Change By"
"No status change history","No status change history"
"RMA ID #","RMA ID #"
"Order ID #","Order ID #"
" "," "
"There is no request rma.","There is no request rma."
"this is a required field.","this is a required field."
"Submit RMA","Submit RMA"
"Log Out Order","Log Out Order"
"There is no request rma for this order.","There is no request rma for this order."
"Back List RMA","Back List RMA"
"Order Increment Id #","Order Increment Id #"
"Search Quick Reponse","Search Quick Reponse"
"Request Information","Request Information"
Order,Order
Sku,Sku
"Qty RMA","Qty RMA"
"No order selected","No order selected"
"No items selected","No items selected"
"Some error occurs. Please, try again to select order","Some error occurs. Please, try again to select order"
"Request Type","Request Type"
"--- Select an Reason ---","--- Select an Reason ---"
"Shipment Tracking Number","Shipment Tracking Number"
"---Select an order---","---Select an order---"
"You are supposed to cover shipping costs","You are supposed to cover shipping costs"
"RMA Policy","RMA Policy"
"Print RMA","Print RMA"
"Confirm Sending","Confirm Sending"
"Order ID :","Order ID :"
"Who pay for ship:","Who pay for ship:"
"Send with the return instructions","Send with the return instructions"
"&laquo;Back to List Rma","&laquo;Back to List Rma"
"Confirm Package Is Returning","Confirm Package Is Returning"
"&laquo;Back to My Rma","&laquo;Back to My Rma"
"Please enter message","Please enter message"
"So your return request got approved. That’s a win!","So your return request got approved. That’s a win!"
"What’s next? To return your purchase, follow the step-by-step instructions below.","What’s next? To return your purchase, follow the step-by-step instructions below."
"1. Print out the Packing slip in just one click. See the buttons below:","1. Print out the Packing slip in just one click. See the buttons below:"
"2. If possible, put your purchase(s) in the original package. We remind you that only returns that are in good condition are refunded. Prior to sending your return, make sure you’ve removed all additional labels from the package.","2. If possible, put your purchase(s) in the original package. We remind you that only returns that are in good condition are refunded. Prior to sending your return, make sure you’ve removed all additional labels from the package."
"3. Now place the packing slip you’ve printed into the package.","3. Now place the packing slip you’ve printed into the package."
"4. You should send the package with a pre-paid traceable method like Insured Parcel Post or UPS. NOTE:  Some charges are non-refundable. We don’t return Shipping and Handling costs, gift box costs and other charges. ","4. You should send the package with a pre-paid traceable method like Insured Parcel Post or UPS. NOTE:  Some charges are non-refundable. We don’t return Shipping and Handling costs, gift box costs and other charges. "
"5. Click to  <strong>""Confirm Package is Returning""</strong> to let us know the package is being ship.","5. Click to  <strong>""Confirm Package is Returning""</strong> to let us know the package is being ship."
"Get message method is not supported","Get message method is not supported"
www.4jawaly.net,www.4jawaly.net
"numbers received successfully","numbers received successfully"
"Incomplete data","Incomplete data"
"incorrect user name","incorrect user name"
"incorrect password","incorrect password"
"error in data base","error in data base"
"credit not enough","credit not enough"
"sender name is invalid","sender name is invalid"
"sender name is blocked","sender name is blocked"
"ther aren't valid numbers to send","ther aren't valid numbers to send"
"can't send to more than 8 parts","can't send to more than 8 parts"
"error in saving the sending results","error in saving the sending results"
"sending is closed","sending is closed"
"the message contain blocked word","the message contain blocked word"
"the account is inactive","the account is inactive"
"the account is disabled","the account is disabled"
"mobile not activated","mobile not activated"
"email not activated","email not activated"
"the message is empty , cannot be sent","the message is empty , cannot be sent"
"error in encryption","error in encryption"
"user name not found","user name not found"
"pasword not found","pasword not found"
"message text not found","message text not found"
"receiver number not found","receiver number not found"
"sender name is empty","sender name is empty"
"This feature is not available","This feature is not available"
